income_am,profit_last_am,profit_am,damage_am,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,tenure_mts,tenure_yrs,claims_am,nights_booked,shop_am,pos_mean_scores,neg_mean_scores,damage_inc_0,damage_inc_1,damage_inc_2,damage_inc_3,damage_inc_4,damage_inc_5,damage_inc_7,credit_use_ic_0.0,credit_use_ic_1.0,insurance_ic_0,insurance_ic_1,spa_ic_0,spa_ic_1,empl_ic_0,empl_ic_1,married_cd_False,married_cd_True,sport_ic_0,sport_ic_1,marketing_permit_0,marketing_permit_1,dining_ic_0,dining_ic_1,presidential_0.0,presidential_1.0,presidential_Undefined,client_segment_0,client_segment_1,client_segment_2,client_segment_3,client_segment_4,client_segment_5,sect_empl_0,sect_empl_1,sect_empl_2,sect_empl_4,sect_empl_6,prev_stay_0,prev_stay_1,prev_all_in_stay_0,prev_all_in_stay_1,divorce_0,divorce_1,fam_adult_size_1,fam_adult_size_2,fam_adult_size_3,children_no_0,children_no_1,children_no_2,children_no_3,children_no_4,company_ic_0,company_ic_1,claims_no_0,claims_no_1,claims_no_2,claims_no_3,claims_no_5,claims_no_7,gender_M,gender_V,shop_use_0.0,shop_use_1.0,shop_use_Undefined,retired_0,retired_1,gold_status_0,gold_status_1,outcome_damage_amount,outcome_profit,outcome_damage_inc
1866.0,56.0,7135.0,0.0,2500.0,4,0,22823.0,52,411,34,0.0,50,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0,1320.01,0
236.0,0.0,9426.0,1583.0,6000.0,4,1,26692.0,35,271,23,0.0,41,0,0.1421913018955666,0.9101198575399576,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,319.86,1556.28,0
228.0,0.0,14103.0,3343.0,3000.0,9,0,43127.0,37,107,9,0.0,4,0,0.5227861619125291,0.474789872843861,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,288.64,1190.06,0
1343.0,374.0,1816.0,0.0,0.0,8,2,47325.0,67,263,22,0.0,4,0,0.1608190765654087,0.2517728856457295,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,213.71,1968.74,0
354.0,0.0,3472.0,844.0,3500.0,8,3,30435.0,29,113,9,0.0,37,0,0.2193002686036337,0.2112758458628686,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,330.78,1308.63,0
227.0,0.0,1620.0,0.0,0.0,3,12,26462.0,25,66,6,0.0,2,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1972.47,0
6309.0,2500.0,4772.0,438.0,15000.0,8,11,49945.0,48,650,54,0.0,34,0,0.5227861619125291,0.474789872843861,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,406.26,1217.2,1
3620.0,953.0,3461.0,0.0,4000.0,5,10,32475.0,61,350,29,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,315.55,4078.76,0
273.0,0.0,1669.0,0.0,3500.0,8,6,33878.0,32,370,31,0.0,31,0,0.5255423369857203,0.1014703290390627,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,460.04,1189.78,1
2468.0,23.0,4035.0,0.0,1500.0,7,2,27347.0,68,386,32,0.0,50,0,0.0698693590430134,0.2281248654687192,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,294.34,1304.99,0
927.0,2781.0,5562.0,1481.0,9000.0,8,44,35466.0,31,273,23,0.0,19,0,0.6125388149771526,0.541506357897294,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,131.7,1131.1,0
227.0,0.0,1620.0,0.0,0.0,3,5,29858.0,49,273,23,0.0,4,0,0.5227861619125291,0.304716384601904,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,53.54,1947.37,0
507.0,86.0,2148.0,0.0,0.0,5,6,30472.0,57,308,26,0.0,2,0,0.8459014101169496,0.4359326113002066,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1197.9,0
227.0,0.0,2754.0,0.0,0.0,12,6,29707.0,45,336,28,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,221.37,1930.48,0
813.0,2386.5,4773.0,514.0,5000.0,6,7,33592.0,37,518,43,0.0,120,7,0.2070359334376544,0.0206453766594231,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,148.81,1826.29,0
227.0,0.0,1675.0,1802.0,15000.0,1,7,37646.0,38,233,19,0.0,10,0,0.47139080305384,0.9478969669310264,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,129.18,1375.48,0
461.0,19.0,3422.0,1199.0,7000.0,5,0,26323.0,33,374,31,0.0,69,6,0.5184657368330572,0.4639337410523091,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,1943.17,0
274.0,0.0,1660.0,0.0,0.0,1,0,29151.0,31,124,10,0.0,4,5,0.5340640986424618,0.4421008150293303,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,1338.69,0
485.0,31.0,3720.0,558.0,0.0,3,10,32449.0,47,374,31,0.0,106,6,0.7059572733706295,0.2110062199745163,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,166.65,1599.64,0
4851.0,803.0,5465.0,1307.0,13000.0,9,4,37604.0,46,306,26,0.0,115,0,0.5227861619125291,0.474789872843861,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,103.21,2040.73,0
2787.0,1076.0,2041.0,0.0,0.0,7,9,42801.0,55,125,10,0.0,1,0,0.9717057994230456,0.9232440078783052,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,364.74,1971.21,0
227.0,810.0,1620.0,0.0,0.0,2,8,34643.0,42,191,16,0.0,25,0,0.3985539271369234,0.3162835190231297,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1465.4,0
7437.0,364.0,9443.0,0.0,3000.0,6,8,30205.0,59,384,32,0.0,47,8,0.0602663380707311,0.152690889374414,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,287.13,1854.93,0
228.0,0.0,1644.0,0.0,0.0,2,8,25703.0,38,4,0,0.0,8,0,0.9780272164402048,0.9721277775242706,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,451.11,1362.38,1
2020.0,392.0,2549.0,0.0,750.0,0,9,30448.0,19,257,21,0.0,4,0,0.5809391608710807,0.4968685007428296,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,149.54,1869.23,0
1590.0,71.0,2824.0,0.0,2500.0,2,6,31928.0,65,350,29,0.0,58,0,0.343388542857287,0.0700607149615739,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,304.26,2030.45,0
976.0,2459.0,4918.0,0.0,12500.0,9,11,30790.0,35,253,21,0.0,154,0,0.2899033175712623,0.9161277696215954,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,222.17,1424.59,0
227.0,0.0,1620.0,0.0,0.0,2,4,16926.0,43,296,25,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,104.69,3447.73,0
4656.0,1629.0,2515.0,0.0,12000.0,7,12,49451.0,34,260,22,0.0,25,7,0.2631908687479312,0.0324105177067592,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,138.9,1532.05,0
227.0,0.0,1620.0,0.0,0.0,5,4,32155.0,47,122,10,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,57.43,1201.08,0
1824.0,0.0,2794.0,0.0,0.0,6,2,27357.0,52,383,32,0.0,4,8,0.1104844206396357,0.2030714606614359,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,92.67,1307.2,0
2351.0,30.0,7967.0,540.0,10500.0,11,14,32814.0,39,529,44,0.0,109,0,0.5227861619125291,0.474789872843861,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,368.64,1642.17,1
229.0,0.0,1630.0,0.0,0.0,6,4,34354.0,20,242,20,0.0,3,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,179.93,1721.41,0
335.0,0.0,4373.0,879.0,11000.0,3,6,32009.0,35,395,33,0.0,75,0,0.2779822239823594,0.5264584201166173,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,121.64,2991.44,0
283.0,19.0,1683.0,0.0,3000.0,5,9,30189.0,51,324,27,0.0,24,0,0.7735058231587966,0.7790359637278266,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,95.72,1518.79,0
8292.0,1262.0,8548.0,0.0,6000.0,4,7,26044.0,73,350,29,0.0,55,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,428.14,4579.37,0
1079.0,206.0,2220.0,0.0,750.0,9,2,32155.0,20,263,22,0.0,1,0,0.8215627065445213,0.5288636251098879,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,147.15,1773.51,0
3400.0,423.0,6331.0,0.0,0.0,7,4,34552.0,51,57,5,0.0,3,0,0.2817201794554623,0.6627754684828358,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,93.67,1286.76,0
227.0,0.0,1620.0,0.0,0.0,9,0,23758.0,46,273,23,0.0,2,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,191.22,1761.24,0
1031.0,0.0,2339.0,0.0,750.0,3,1,30975.0,18,187,16,0.0,5,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,127.95,1859.93,0
6287.0,1179.0,4445.0,0.0,2500.0,5,8,32114.0,73,384,32,0.0,51,0,0.325719835113598,0.2718669963813995,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,186.24,1851.02,0
2929.0,14.0,4689.0,0.0,0.0,6,5,32838.0,51,243,20,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,94.2,1388.3,0
5660.0,4320.0,8640.0,0.0,8000.0,11,6,34033.0,42,575,48,0.0,52,8,0.4810803251607266,0.5802135439496307,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,145.44,1669.84,0
227.0,810.0,1620.0,0.0,0.0,9,5,37185.0,39,0,0,0.0,3,0,0.7540565507419641,0.3060462392648256,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,154.73,2672.23,0
268.0,12.0,1655.0,0.0,1500.0,4,5,36761.0,24,109,9,0.0,3,0,0.3562253909863202,0.7964806291175776,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,137.53,1306.78,0
233.0,815.5,1631.0,0.0,0.0,1,9,37387.0,23,40,3,0.0,4,0,0.7752204413187435,0.3935296736207659,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0,1695.32,0
290.0,845.5,1691.0,0.0,14000.0,4,3,32834.0,57,379,32,0.0,72,5,0.5123400448208668,0.8726655919012042,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,260.72,2150.42,0
958.0,0.0,2229.0,0.0,0.0,10,6,33065.0,62,350,29,0.0,29,8,0.3402049729769443,0.3161764094582934,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.0,1727.85,0
356.0,844.0,1688.0,0.0,0.0,7,0,29463.0,36,484,40,0.0,2,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,285.16,2013.38,0
324.0,0.0,2846.0,0.0,2500.0,13,14,21033.0,31,134,11,0.0,36,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,59.0,1381.33,0
622.0,86.0,1766.0,0.0,2500.0,6,8,46844.0,17,230,19,0.0,2,5,0.5081336607675165,0.1595180772975007,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,181.19,1390.85,0
444.0,0.0,1634.0,0.0,0.0,6,9,32646.0,38,225,19,0.0,3,0,0.9843690333857388,0.9035521285556738,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,528.9,1808.62,0
228.0,0.0,2394.0,0.0,0.0,4,1,35323.0,23,155,13,0.0,1,0,0.1038689425959856,0.4703783391356354,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,320.83,1976.56,0
332.0,1.0,1634.0,0.0,750.0,4,0,35291.0,20,264,22,0.0,4,0,0.408081654030681,0.7330971357000235,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,198.23,1352.76,0
227.0,0.0,1621.0,0.0,0.0,4,8,39153.0,54,305,25,0.0,2,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,240.95,2883.01,0
556.0,110.0,1694.0,0.0,0.0,8,1,25482.0,16,264,22,0.0,4,0,0.0343371787065854,0.4479005340075694,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,96.29,1612.21,0
4315.0,1045.0,3671.0,0.0,3000.0,6,9,54579.0,50,399,33,0.0,83,0,0.8702857434741242,0.6398699645769805,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,192.34,1551.25,0
227.0,0.0,1656.0,619.0,10000.0,1,4,33238.0,37,384,32,0.0,45,0,0.5196566731877654,0.2623633959740826,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,163.01,1706.81,0
243.0,0.0,1629.0,0.0,0.0,1,5,32155.0,45,187,16,0.0,3,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,193.89,1590.09,0
227.0,810.0,1620.0,0.0,0.0,0,2,30325.0,47,239,20,0.0,4,0,0.6940731568783127,0.2858497196201172,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,421.58,1871.39,0
5570.0,1952.0,3005.0,0.0,4000.0,8,10,31055.0,53,350,29,0.0,61,8,0.407956890616816,0.5494144761725214,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,102.05,1574.23,0
229.0,0.0,1663.0,0.0,3500.0,8,1,32509.0,47,371,31,0.0,4,0,0.9672656078826802,0.9859308822940964,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,292.35,1422.27,0
227.0,810.0,1620.0,0.0,0.0,5,6,25603.0,44,273,23,0.0,2,0,0.5227861619125291,0.3630414002879369,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,211.18,2047.17,0
