income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,tenure_yrs,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,outcome_profit,outcome_damage_inc,outcome_damage_amount
1010.0,243.0,1819.0,0.0,0.0,7000.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,False,0.0,0.0,34202.0,44.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,482.0,40.0,0.0,0.0,0.0,25.0,V,0.0,0.0,0.0,0.0,,,0.2596671671667493,0.26527879364570073,,,,,,,1379.2,0,0.0
1186.0,403.0,1771.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,4.0,0.0,27457.0,75.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,239.0,20.0,0.0,0.0,0.0,51.0,M,0.0,0.0,1.0,0.0,0.6437636724236736,0.6974496555375772,,,,,,,0.8179447442631623,5.37257706546943,988.35,1,1419.19
227.0,0.0,1910.0,0.0,0.0,4000.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,True,6.0,0.0,35838.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,133.0,11.0,0.0,0.0,0.0,29.0,M,0.0,0.0,0.0,0.0,,,,,0.7551123004076616,0.4970158896948772,,,0.4618588572246325,3.8788666052094714,880.65,0,0.0
227.0,3125.5,6251.0,0.0,4.0,10500.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,True,2.0,1.0,43316.0,42.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,144.0,12.0,1.0,0.0,0.0,18.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,9.27619570531444,1062.99,0,0.0
3518.0,2252.5,4505.0,0.0,0.0,3000.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,True,5.0,0.0,46290.0,53.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,281.0,23.0,0.0,0.0,0.0,5.0,M,0.0,0.0,0.0,0.0,0.7250934033509362,0.0827302504056081,,,,,0.23453921243849665,0.8415371409688077,0.19224486086794956,2.06967172658831,2325.49,0,0.0
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,2.0,0.0,33693.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,195.0,16.0,0.0,0.0,0.0,28.0,V,0.0,0.0,0.0,0.0,,,,,,,0.3212766688114166,0.7042766370264124,,,981.47,0,0.0
316.0,0.0,5854.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,True,3.0,0.0,39340.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,62.0,5.0,0.0,0.0,0.0,11.0,M,238.16819863032055,1.0,0.0,0.0,0.1574541530302252,0.8587870313128927,,,0.361579613409086,0.22307542698618474,0.07418760874261053,0.4214187574903829,,,2286.25,0,0.0
227.0,815.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,True,7.0,0.0,31894.0,41.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,385.0,32.0,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,,,0.9772325769351112,0.9718898594348249,0.996401072218138,0.8483252334084777,0.5970594323318237,0.29434234173032314,0.921326387511713,1.9956052206666,2936.72,1,825.05
227.0,810.0,1620.0,0.0,2.0,2500.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,True,0.0,0.0,46634.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,257.0,21.0,0.0,0.0,0.0,4.0,V,0.0,0.0,0.0,0.0,0.6577957424996563,0.3769098293340662,,,,,,,,,1695.45,0,0.0
1112.0,371.0,1858.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,False,9.0,0.0,35424.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,417.0,35.0,0.0,0.0,0.0,101.0,M,0.0,0.0,0.0,0.0,,,,,,,,,0.3758319689306273,5.82962566595478,1510.96,0,0.0
227.0,0.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,True,8.0,0.0,34190.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,2415.98,0,0.0
3152.0,144.0,3871.0,127.0,3.0,15000.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,True,10.0,1.0,31469.0,46.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,384.0,32.0,0.0,0.0,0.0,93.0,V,8105.626013297297,1.0,0.0,0.0,0.2734633501081509,0.2804661884198711,0.6032929484121421,0.8448959390813052,0.4290014912413188,0.260532330933411,0.07203066642986976,0.6064169786852599,0.504053480764866,10.662907063577851,1512.08,0,0.0
1161.0,0.0,2502.0,0.0,0.0,3000.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,False,3.0,0.0,35091.0,60.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,349.0,29.0,0.0,0.0,0.0,17.0,M,0.0,0.0,1.0,0.0,,,,,,,0.972810823818942,0.9985062408144648,,,1104.25,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,True,3.0,0.0,29789.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,350.0,29.0,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,9.343874876666382,1995.46,0,0.0
227.0,0.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,True,5.0,0.0,33813.0,36.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,202.0,17.0,0.0,0.0,0.0,9.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,1199.4,0,0.0
1766.0,0.0,3163.0,0.0,0.0,9000.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,True,3.0,1.0,28371.0,59.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,348.0,29.0,0.0,0.0,0.0,63.0,V,670.0991721411127,1.0,1.0,0.0,,,0.7191355166221991,0.7199906143843428,,,,,,,1015.49,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,2.0,0.0,34514.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,242.0,20.0,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,0.09086472635426142,0.0007662036865313387,,,0.5354273592171027,0.4241196373683438,,,,,1889.64,0,0.0
999.0,299.0,1733.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,True,9.0,0.0,34492.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,284.0,24.0,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,0.7879195799057253,0.3859408951051556,0.5390834144390632,0.16143339314973307,,,,,,,1358.11,1,714.46
230.0,0.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,True,5.0,0.0,25170.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,242.0,20.0,0.0,0.0,0.0,4.0,V,0.0,0.0,0.0,0.0,0.6829365439787155,0.6319982021275694,,,,,,,,,1873.95,1,793.49
588.0,3093.5,6187.0,764.0,2.0,15000.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,True,13.0,1.0,21110.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,312.0,26.0,0.0,2.0,0.0,83.0,M,1277.570864258094,1.0,0.0,0.0,,,,,,,,,,,1097.89,0,0.0
,,,,,,,,,,1.0,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267.54,0,0.0
230.0,0.0,2598.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,True,14.0,0.0,38758.0,60.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,324.0,27.0,0.0,0.0,0.0,39.0,M,0.0,0.0,0.0,0.0,,,,,0.28048568658471723,0.12086571206925815,,,,,926.48,1,771.24
2182.0,714.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,2.0,0.0,44401.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,85.0,7.0,0.0,0.0,0.0,1.0,V,0.0,0.0,0.0,0.0,,,,,,,,,0.32118149577947785,-0.726270618955891,4125.49,0,0.0
4271.0,1547.0,2497.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,True,6.0,1.0,,50.0,1.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,3.0,0.0,361.0,30.0,1.0,0.0,0.0,4.0,V,1518.5384716078477,1.0,0.0,0.0,,,,,,,,,,,2713.02,0,0.0
255.0,0.0,1907.0,0.0,0.0,9500.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,False,11.0,0.0,25730.0,36.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,300.0,25.0,0.0,0.0,0.0,155.0,V,0.0,0.0,0.0,0.0,,,0.2392801918809706,0.20984263504037207,0.4978384441463874,0.021409712832097718,,,0.4493660901154123,0.271781665843132,826.85,0,0.0
340.0,0.0,1646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,6.0,0.0,41250.0,43.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,530.0,44.0,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,0.9556438244389936,0.97449715509742,,,0.10504461114800404,0.1256799118724019,,,0.5725663849524345,5.060927232059631,2596.62,0,0.0
3571.0,720.0,2560.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,True,8.0,0.0,31517.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,350.0,29.0,0.0,0.0,0.0,6.0,V,0.0,0.0,0.0,0.0,0.7952892698035317,0.3790387367140992,,,,,,,,,1613.14,1,539.43
1652.0,599.0,1887.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,7.0,0.0,23798.0,68.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,37.0,V,0.0,0.0,1.0,0.0,0.6489306162580031,0.6512751524989298,,,,,,,,,1118.24,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,0.0,0.0,27441.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,94.0,8.0,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,,,,,,,0.29846269798134833,0.2148504662405553,,,3055.91,0,0.0
227.0,0.0,4072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,8.0,1.0,33089.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,,,0.0,0.0,0.0,3.0,V,0.0,0.0,0.0,0.0,,,,0.11441310364464982,,,,,,,1465.23,1,470.67
937.0,875.5,1751.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,40545.0,23.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,297.0,25.0,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,,,,,,,0.7766000194879863,0.8341267804743862,,,2467.71,0,0.0
240.0,3.0,1715.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,False,5.0,0.0,26797.0,40.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,336.0,28.0,0.0,0.0,0.0,85.0,V,0.0,0.0,0.0,0.0,,,,,,,0.6684304096558523,0.8973797017976889,,,845.44,0,0.0
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,1.0,0.0,50135.0,69.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,125.0,10.0,0.0,0.0,0.0,4.0,M,0.0,0.0,1.0,0.0,,,,,,,,,,,2272.42,0,0.0
1125.0,1086.5,2173.0,0.0,0.0,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,True,4.0,0.0,43316.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,245.0,20.0,0.0,0.0,0.0,4.0,M,1284.4038538435807,1.0,0.0,0.0,0.9563705620826244,0.9896647993935519,,,,,,,,,2122.34,1,626.8
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,1.0,0.0,31806.0,60.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,62.0,5.0,0.0,0.0,0.0,2.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,1664.74,0,0.0
1690.0,73.0,3613.0,0.0,0.0,4000.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,False,3.0,1.0,28751.0,44.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,321.0,27.0,0.0,1.0,0.0,123.0,M,4206.286141717133,1.0,0.0,0.0,0.768631317400173,0.8959183585273307,,,0.7645312967872995,0.6859919190248901,,,0.9155022548524152,7.49850870628234,1236.87,0,0.0
227.0,0.0,1623.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,1.0,0.0,21518.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,212.0,18.0,0.0,0.0,0.0,3.0,M,0.0,0.0,0.0,0.0,,,0.17486618344412053,0.39159382757929706,0.10726415046413924,0.3259586697440234,,,0.155862191288013,4.15748860400583,1366.2,0,0.0
15095.0,0.0,13881.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,True,5.0,0.0,29199.0,61.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,374.0,31.0,0.0,0.0,0.0,18.0,M,0.0,0.0,1.0,0.0,,,,,,,,,,,2076.57,0,0.0
2835.0,113.0,3651.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,5.0,0.0,27861.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,384.0,32.0,0.0,0.0,0.0,17.0,V,11273.3923278565,1.0,1.0,0.0,,,,,0.1058181284483539,0.7822446879888119,0.6985915038178202,0.6777406395123227,0.8704313470188795,7.92168322068448,2610.48,1,269.68
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,5.0,0.0,32950.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,,0.3197219982011671,,,,,,,,,2447.77,0,0.0
227.0,0.0,5420.0,0.0,0.0,3000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,True,9.0,1.0,32688.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,137.0,11.0,0.0,1.0,0.0,38.0,V,0.0,0.0,0.0,0.0,0.6970003459238282,0.4375901322476429,0.16653413666888256,0.21897194812026294,,,0.7345020829501276,0.8626637106319716,,,854.2,0,0.0
2635.0,976.0,2023.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,0.0,0.0,33912.0,64.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,549.0,46.0,0.0,0.0,0.0,2.0,V,0.0,0.0,1.0,0.0,,,0.5155811586151332,0.3248903824056455,,,0.3713709736331025,0.20395222375590444,,,2511.93,0,0.0
598.0,857.0,1714.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,True,9.0,0.0,34348.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,44.0,4.0,0.0,0.0,0.0,28.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,1064.65,0,0.0
227.0,0.0,1620.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,6.0,0.0,,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,2334.74,1,242.29
4774.0,177.0,5936.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,9.0,1.0,36404.0,70.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,659.0,55.0,0.0,0.0,0.0,57.0,M,0.0,0.0,1.0,0.0,,,,,,,,,0.935187391527608,3.15797450614921,1060.31,0,0.0
227.0,0.0,1620.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,7.0,0.0,33259.0,65.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,262.0,22.0,0.0,0.0,0.0,14.0,V,0.0,0.0,0.0,0.0,,,,,0.3847668902363153,0.9211543423404076,,,,,2091.6,0,0.0
243.0,0.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,7.0,0.0,34719.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,295.0,25.0,0.0,0.0,0.0,32.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,1331.44,0,0.0
539.0,820.0,1640.0,71.0,2.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,1.0,0.0,28392.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,324.0,27.0,0.0,0.0,0.0,58.0,V,0.0,0.0,0.0,0.0,,,,,,,0.5294039722898294,0.9714331377767454,,,1581.59,0,0.0
227.0,0.0,1620.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,5.0,0.0,,31.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,69.0,6.0,0.0,0.0,0.0,2.0,M,0.0,0.0,0.0,0.0,0.7036246593753631,0.7616097514192993,,,,,0.6874697949305671,0.003422177957714406,,,2173.73,0,0.0
3262.0,1275.0,2207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,True,11.0,1.0,29771.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,386.0,32.0,0.0,0.0,0.0,51.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,,977.45,1,937.62
966.0,34.0,3473.0,1764.0,2.0,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,True,5.0,1.0,,29.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,347.0,29.0,0.0,0.0,0.0,123.0,V,2441.174488903805,1.0,0.0,0.0,,,,,,,,,,,1319.47,0,0.0
304.0,32.0,1620.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,6.0,0.0,31182.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,324.0,27.0,0.0,0.0,0.0,5.0,V,0.0,0.0,1.0,0.0,,,,,,,,,,,1615.0,0,0.0
227.0,0.0,1620.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,7.0,0.0,22832.0,64.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,232.0,19.0,0.0,0.0,0.0,20.0,M,0.0,0.0,1.0,0.0,0.5018645088202093,0.4810007469442853,0.1892077774275136,0.4891048127518442,,,0.1536826201502613,0.8681343421723714,,,1501.46,0,0.0
385.0,23.0,1641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,5.0,1.0,34575.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,176.0,15.0,0.0,0.0,0.0,50.0,V,0.0,0.0,0.0,0.0,0.014751556200413346,0.642294738083544,,,,,,,0.5390176594550821,6.48536626304044,1235.34,0,0.0
3851.0,1485.0,4480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,2.0,0.0,32666.0,77.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,324.0,27.0,0.0,0.0,0.0,32.0,M,0.0,0.0,1.0,0.0,,,,,,,0.11469057734741657,0.1414937713351403,,,1522.01,0,0.0
351.0,52.0,1661.0,0.0,0.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,26805.0,58.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,309.0,26.0,0.0,0.0,0.0,38.0,V,0.0,0.0,1.0,0.0,,,,,,,,,0.8157247546847858,4.97349700015575,935.41,0,0.0
227.0,0.0,1872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,8.0,0.0,43339.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,,,,,,,,0.2807553557753019,,,1515.5,0,0.0
950.0,847.5,1695.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,True,9.0,0.0,33626.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,3.0,M,0.0,0.0,0.0,0.0,0.4789268146320749,0.31704906381961184,0.5525986930677856,0.14665648937560244,0.034730982146614235,0.1056421523804625,0.6609482453168894,0.1910258601744764,0.3816335758866491,9.667870039108037,2012.47,1,950.66
2242.0,548.0,2093.0,0.0,0.0,15000.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,True,9.0,1.0,31325.0,53.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,324.0,27.0,0.0,0.0,0.0,34.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,,1477.65,1,307.62
656.0,0.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,True,2.0,0.0,28217.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,248.0,21.0,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,0.33842599098879345,0.6671594815160672,,,0.9586684045122036,0.5096826118188402,0.12720835911153155,0.2644235215530749,,,2497.99,0,0.0
2213.0,0.0,3805.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,3.0,1.0,31320.0,55.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,587.0,49.0,0.0,0.0,0.0,103.0,M,1036.5379448786832,1.0,0.0,0.0,,,,,,,0.9522275900560778,0.5065043302798361,0.09030067551005272,0.5021604704246819,1196.15,1,382.3
227.0,810.0,1620.0,0.0,0.0,15000.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,True,2.0,1.0,41379.0,40.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,546.0,46.0,0.0,0.0,0.0,59.0,M,0.0,0.0,0.0,0.0,,,0.06967757204946565,0.02105868704039152,,,0.040455183379187167,0.4425717969570003,,,975.44,0,0.0
609.0,0.0,4781.0,915.0,1.0,9000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True,10.0,1.0,33251.0,39.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,149.0,12.0,0.0,1.0,0.0,7.0,M,1884.2498034633775,1.0,0.0,0.0,,,,,0.6253521578819335,0.5397328550257428,,,,,6409.91,1,862.47
3163.0,996.0,2476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,7.0,0.0,,60.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,396.0,33.0,0.0,0.0,0.0,2.0,V,2741.8665691663878,1.0,1.0,0.0,,,,,,,,,,,2504.24,1,809.43
1038.0,1348.5,2697.0,779.0,1.0,4500.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,True,11.0,1.0,33188.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,105.0,9.0,0.0,0.0,0.0,40.0,M,2126.577702741158,1.0,0.0,0.0,,,,,,,,,,,1433.5,1,568.9
716.0,138.0,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,0.0,0.0,44820.0,64.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,550.0,46.0,0.0,3.0,0.0,1.0,M,0.0,0.0,1.0,0.0,0.8226254236202379,0.1316749585643347,,,0.3492289321181212,0.9699707288692284,0.6580289113259464,0.3678847168955847,,,4045.52,0,0.0
316.0,9.0,2976.0,228.0,1.0,4000.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,True,3.0,0.0,25755.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,242.0,20.0,0.0,0.0,0.0,2.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,3.63606377690167,3102.24,1,879.68
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,2.0,0.0,20222.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,31.0,3.0,0.0,0.0,0.0,3.0,M,0.0,0.0,0.0,0.0,0.02516184970113675,0.31839590709698856,,,,,,,,,1766.36,0,0.0
